job_id,title,location,department,salary_range,company_profile,description,employment_type,required_experience,required_education,industry,function,fraud
13137,Senior Enterprise Java Developer,"GB, CMD, London",Technology,35000,"The Technical Team and offering at VML London has a very strong heritage dating back to the mid-nineties when the London office was founded. Back in those days we were one of the first few purely digital marketing agencies in London; and back then things were a lot more technically driven than they often are today; as such the Technology team here continues to enjoy a strong strategic influence on the work that the agency undertakes and the clients that we engage.It just works.Technology is brilliant when you don’t have to think about it. That’s what we strive for in our solutions. Our technology team has a strong strategic influence on the work we undertake and are involved as soon as the brief lands. They stay involved throughout strategy, creative concepting and design. Acting as important enablers, we bring new and emerging technology to the table to successfully marry the requirements of our clients with the vision of our creatives.Open standards, open minds.We aim to deliver the most elegant technical solution for your budget, and maintain a technology agnostic approach to development in order to achieve that. Technology can be expensive, both in terms of hard costs and costly mistakes, so we’re as careful with your money as we are with our own.   Perhaps that’s why some of our clients have been with us for over 10 years. When faced with a new problem our first instinct is always to see if someone else has already solved it. As such, the solutions we design are built on the rich eco-system of open source software (OSS); the proven and battle-tested kind that we know will not just do the job quickly and cost-effectively, but also robustly. Where OSS isn't appropriate we always favour solutions that are built to open standards that we know will integrate well with other technologies.Strong partnerships.Our work is complemented by strong partnerships with technology vendors and suppliers.   Proven over time, our established strategic relationships with many of the leaders in software, hardware and other technology solutions help ensure we’re able to continue to offer best-in-class technical solutions for our clients.What we do:High availability and high performance website architecture &amp; developmentWeb content management solutionsCreative technology ideationContent optimisation, search and analyticsHigh volume, multi-locale email campaignsMobile optimisationLocalisation","As Senior Java Enterprise Developer you will have an excellent understanding of how to build modern web applications including high availability CMS driven sites with thousands of pages, campaign specific microsites including Facebook apps, RESTful or SOAP web services. In some instances the Senior Java Enterprise Developer will act as the technical lead on smaller projects. Working closely with client side developers, project managers and in many cases the clients themselves in order to achieve successful results, the right candidate will have a good knowledge of Java development best practices such as JUnit based Test Driven Development.",Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Engineering,0
13155,Configuration Management Engineer,"NZ, N, Auckland",Engineering,70000,"Want to be part of a NZ success story that’s going places?Want to have a hand in developing products that you’ll be proud of?We are a driven and ambitious technology business with a Vision to deliver revolutionary transactional and self service products that make people wonder how they ever lived without them.Designed in New Zealand and exported across the world, our products have an enviable history of delivering smart and robust technology solutions to the oil and gas retail sector. We have developed many first-in-world products and we are embarking on our next strategic horizon - so we have exciting and challenging times ahead!Types of roles we recruit for;Embedded and Application EngineersMechanical, Hardware and Production EngineersSoftware Developers (particularly Java Dev’s with payments experience)Product ArchitectsQA &amp; Compliance (including Test Analysts / Test Engineers)Project Managers (software and hardware)Solutions Consultants (Business Analysts)Plus much much moreWe believe in the importance of living and breathing our Company Values; we’re Passionate, we do What We Say, we’re Straight Up, we’re Creative, we’re Team players, we’re all about Quality, we make it Win-Win and People Matter to us.","Configuration Management Engineer Our products are in demand, our business is growing and we need to scale our operation. Configuration specialist needed to ensure accuracy of BOMs and information manuals.  In demand productsComplex and interesting payments industryCompany in growth modeHere at Invenco we are working to deliver the fastest and most secure payment options for the retail fuel and unattended markets that the latest in technology allows.   With clients in Europe, South America, South East Asia, the Middle East and Australasia, we focus on enhancing user experience because being up-to-date with the latest in reliable and secure payment services, and having the tools to deliver an exceptional level of customer experience, give our clients the edge over their competition. Adaptive, modular, robust and supportable, our solutions are highly configurable, integrating with existing systems to ensure that our clients are able to leverage their investment in the technologies that drive their businesses. Our engineering team needs a talented configuration management expert to ensure that our Bill of Materials are accurate and reflect the current product versions and that all product information manuals are up to date.  This is a complex role and a key member of the hardware engineering team, with final responsibility for the management of our product configuration control processes and tools. As this is a newly created role, you will have significant opportunity to influence process.With your engineering background you will have an excellent understanding of the engineering product lifecycle along with the ability to understand how systems work and tie into each other.  You will feel comfortable preparing technical documentation, processes and procedures and be quick in picking up and managing systems.  It goes without saying that you have very good administrative skills and have exceptional communication skills.We are looking for someone who likes to roll up their sleeves, and using experience, knowledge, and contacts, can get involved in improving processes and help us reach a new level of performance.",Full-time,Associate,Associate Degree,Information Technology and Services,Engineering,0
13168,Pre Sales Engineer (Javascript),"GB, LND, London",Expert Services,50000,"We have created the world’s leading lean customer experience platform – its not just us that think that, Gartner does too. Backbase has been consistently placed in ‘Visionary’ quadrant of Gartner’s Magic Quadrant for Horizontal Portal Software and, in 2014, was recognized as the most visionary portal vendor.The Backbase Customer Experience Platform (CXP) has been designed to help organize, create, and manage deeply relevant customer experiences across all channels, on any device and combines the latest innovations in customer experience design (UX) with next generation technologies to deliver an unbeatable digital experience.The Backbase team is made up of more than 200 consultant, technology and usability professionals, with offices in London, Amsterdam, New York, Atlanta and Moscow. There’s plenty of more information about us as a company and our products on our website; please also view our “Working at Backbase” video which we have just published on YouTube.Check out the video hereIf you’d like to join us we’d love to hear from you. ","We travel, we present, we show demos, we perform workshops, we execute proof of concepts and most important, we do whatever is necessary to win competitive sales cycles. Who we are? We are Backbase presales.When it comes to the Backbase presales team, we do one thing completely different than most companies: We truly have fun. Yes, we do care about some easy named buzzwords like javascript, infra-architecture and design patterns. But what we really care about is the person behind it.We’re not looking for the average nerd. We need likable, social but still technical skilled people, who come up with prototypes and like to hack away on our product demos. We need a wizard in frontend development and at the same time someone who understands how to explain the basics and essentials to our customers.Are you a winner? Do you excel and are you able to turn your technical knowledge into easy to understand words for potential clients? You like to give that bit extra? Then we are looking for you.What do you get in return? A team of individuals that you would rarely see in a software development world. This team will support you in your role as Presales Engineer and help you preparing for your sales cycles. What’s better than traveling the world with a SWAT team, doing what you do best?",Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
13173,Food Scientist,"US, CA, Modesto",R&D,43000,"With over 30 years of experience in the industry, Mercer Foods has been providing superior quality freeze dried foods and ingredients to clients around the world for two generations. Our dedication to stringent quality control and complete customer satisfaction are the core of our company tradition, allowing us to provide our clients with the best freeze dried foods on the planet.Here at Mercer Foods, you will find ultra-modern facilities, uncompromising quality assurance programs, complete compliance with freeze dried food standards, and innovative technologies that include everything from sustainable energy practices to automated sanitation and allergen removal.Mercer Foods proudly provides a comprehensive list of products and services for our clients around the world. From total menu and ingredient control to fully customized retail packaging services to a global shipping network that delivers your freeze dried foods reliably and consistently, Mercer Foods spares no expense in ensuring your complete satisfaction.In addition, Mercer Foods employs an integrated research and development team that can help you map out a production and delivery schedule tailored to your specific needs. From organic freeze dried fruits and vegetables to specially prepared and packaged bulk freeze dried foods and ingredients, Mercer utilizes innovative technologies and techniques to ensure prompt and accurate delivery of your product.Quality, sustainability, and service have been the hallmarks of Mercer Foods since our inception, and our ongoing commitment to perfecting our freeze drying process has solidified our reputation as a leader in the freeze dried foods industry.Mercer Foods is an equal opportunity employer. We take pride in the diversity of our staff, and seek diversity in our applicants.","Job Title: Food ScientistDepartment: Research and DevelopmentReports to: Senior Food ScientistSchedule: As needed (Mon – Fri traditional days typical)ESSENTIAL DUTIES AND RESPONSIBILITIES: Applies scientific and engineering principles in research, development, production technology, quality control, packaging, processing, and utilization of food. Relies on limited experience and judgment to plan and accomplish goals. Performs a variety of tasks.Primary duties and responsibilities:Leads technical components of a project by coordinating activities of a cross functional team.Works with internal ingredient team and external vendors to select raw materials for a given product.Presents iterative prototypes/concepts to business team members, makes technical recommendations to meet project objectives.Develops specifications and testing protocol for new products based on critical consumer and customer attributes.Identifies and presents new and innovative technical solutions and product ideas to the broader organization.Supports cost savings initiatives through ingredient, product &amp; process optimization.Provides technical support to Marketing &amp; Sales as required.Provides troubleshooting support at the plant level as need arises.Is responsible for customer interaction and project management from scale up to commercialization.Is responsible for all other duties as assigned. Supervisory Responsibility: NoneEducation, prior work experience and specialized skills and knowledge:  B.S. or M.S in Food Science or related field. 3+ years progressive product development experience. Previous work in a Consumer Products environment is required.Physical environment/working conditions: The position is a manufacturing setting and could involve sitting, standing, walking and lifting for long periods of time throughout the day. Unrestricted visual and audio abilities are required for the safety of all employees. The ability to lift up to 40 lbs is required.Equipment and Machinery used: Traditional office equipment as well all machines required for the production, packaging, and distribution of freeze dried product.Other (e.g., customer contact or access to confidential information): Must be able to work as part of a team, in extreme temperatures, and various shifts.",Full-time,Associate,Bachelor's Degree,Food & Beverages,Manufacturing,0
13183,Growth Hacker,"US, CA, Irvine",Marketing,50000,"HappyFox is a young startup that is all about bringing the happiness quotient in support teams. We help companies transform their customer support teams from good to great. Our offering includes a help desk ticketing system, self-center support center, knowledge base, forum and social media support management. For more info, check out: #URL_7fe95ca462a848b79ff7744e7d9d59c2b6814caf76ccea2db2eb1cec5090c67f#","HappyFox is all about bringing the happiness quotient in support teams. We help companies transform their customer support teams from good to great.As a Growth Hacker at HappyFox, you will be responsible forHelping us grow our online presence with a combination of marketing data analysis, actionable insights and hands-on implementationInformation and insights related to campaign performance, marketing effectiveness, website, SEO and social media measurement.Working with Marketing team to interpret the findings and proactively develop data-driven recommendationsRegularly managing marketing lead and revenue reporting, inbound lead generation process improvements, database set-up and management, website and social media analytics and marketing operations projectsConsolidating our digital marketing, lead generation and revenue data and make sense of the trends, spikes and hidden nuggetsSuggesting improvements and recommend relevant growth hacking solutions where neededUsing SaaS tools to help create insights that we can share with the world via our blog, info-graphics or in presentations or webinars (in alliance with the content team)",Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Marketing,0
13199,System Engineer/Network Administrator,"US, TX, College Station",IT Services,30000,"At McLane Intel, we believe that everyone should love where they work! We understand that our ongoing success is attributed to our remarkable staff. We are a company that promotes career growth, ongoing learning, and professional development for all of our employees.We have a wide range of positions throughout the company and accept and support a broad array of applicants—from recent graduates to seasoned professionals. If you are willing to follow our company values, enjoy learning new skills, and plan to succeed in your career—we want you to apply.Here are a few things we offer that others often don’t:Autonomy – We offer a management team that treats their employees with respect and values their input, along with a team of skilled technicians that put their teammates above themselves.Mastery &amp; Growth – We promote from within and work each one of our technicians to help them get certifications and rise in the tiers experience.Purpose – We have a mission and a culture that every employee is strongly invested in working towards because we hand-picked people that love what they do. It’s the difference between people in a row boat rowing as they see fit, and people rowing the same direction.Benefits – Our benefits are some of the best around. We have awesome health insurance and a great PTO policy. We have an Awesome Teammate Bonus, where employees nominate other employees weekly. Each full-time employee has a monthly personal and team bonus with specific targets for performance, so you always know how you’re doing.A bit more about what we do:McLane Intelligent Solutions (MIS) is fast-growing and dynamic managed services provider located in Bell county in Central Texas. We provide a broad range of outsourced IT including design, installation, support, maintenance and consulting services to the SMB market. We have a rising need for smart, talented, hard-working, and capable team members who love challenges, want to know they are making a difference every day, and want to join a fast-paced, demanding and fun team of professionals.","At McLane Intelligent Solutions, we attribute our success to our remarkable staff.  We promote career growth, ongoing learning and professional development for all of our employees.  We also offer a level of dedication to our employees that is second-to-none. Ask yourself this:Are you passionate about working with computers?  Do you enjoy helping your family and friends with their technical problems?  Do you love learning and want to expand your IT skills?  Do you have experience with networks, workstations and servers? Then look no further, we want you on our team!  This is your opportunity to work with other people who are passionate about technology in an atmosphere that promotes challenge and teamwork, yet honors your life outside of work.What Do We Do?McLane Intelligent Solutions is a fast-growing managed services provider (MSP) located in Central Texas. We provide a broad range of outsourced IT services including design, installation, support, maintenance and consulting to the Small/Medium Business market. Why do you want to join us?Benefits - We have great health insurance and paid time off. We provide a weekly Awesome Teammate Bonus, where employees nominate other employees for exceptional work. Each full-time employee also has a monthly personal and team bonus with specific targets for performance, so you always know how you’re doing.Growth - We work with each technician to help them become certified and advance in their knowledge of the field. We also promote from within because we believe in building our employees to be our future leaders.Extraordinary People and Culture - We pride ourselves on having great communication within our company. Each employee meets with their supervisor regularly to discuss their individual development and we have a company-wide weekly meeting to go over our company’s progress.Values – Our company has five values that drive how we do business: Integrity, Service above Self, Work with Rigor at Work, Authentic Conversation, and Enjoy and be a Joy.Due to growth, we have the following positions on our available in College Station/Bryan, TX:System Engineer/Network Administrator - ($35K-$45K DOE)",Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0
13205,Digital Solutions Consultant ,"AU, ACT, Canberra",Squiz ,80000,"Squiz is one of the world's leading web solutions companies. We design, build and manage engaging websites and online applications using our Web Experience Management Suite, the Squiz Suite. Our clients include many household names and range from large global organisations to Government bodies and charities. We have an international network of offices in Australia, the UK, USA, New Zealand and Poland, and employ over 250 permanent members of staff.As a team, we are talented, motivated and enthusiastic. We live and breathe the web and our passion is finding new and innovative solutions using Squiz products alongside the latest web technologies. Our staff give 100% and are offered a high level of autonomy, responsibility and opportunity in return.","Squiz has a strong pipeline of new products, technologies and client offerings that we are now looking for a talented Digital Solutions Consultant to work alongside our Regional Sales Manager in the ACT region. What you may not know about Squiz is:We've been named a Global Technology Leader by OvumMore than half of all Australian government departments and universities use Squiz technology and services; we also have an impressive private sector portfolio ensuring plenty of exciting project workWe are a flexible employer, keen to find and nurture talent so that we can deliver the best service and most innovative solutions to our clientsWe provide ongoing opportunities for professional development and growth. Are you a digital guru? Does user centricity matter to you? Are you comfortable communicating digital solutions in verbal, written and presentation mediums? THIS ROLE IS FOR YOU! Key Challenges:Interpret client information in order to identify specific technical and business requirements/issues and provide an effective solution to meet those requirements.Providing excellent and proactive customer service at all times, whether it be face to face, electronically, or by telephone, and regardless of project status                                                                              Identifying opportunities for the provision of future services to clients and providing potential leads to the regional sales managerUnderstanding the impact of activities upon client organisations and other internal stakeholders within SquizSharing skills and knowledge and coaching other team members as appropriate",Full-time,Associate,Unspecified,Information Technology and Services,Sales,0
13238,System Engineer/Network Administrator,"US, TX, College Station",IT Services,30000,"At McLane Intel, we believe that everyone should love where they work! We understand that our ongoing success is attributed to our remarkable staff. We are a company that promotes career growth, ongoing learning, and professional development for all of our employees.We have a wide range of positions throughout the company and accept and support a broad array of applicants—from recent graduates to seasoned professionals. If you are willing to follow our company values, enjoy learning new skills, and plan to succeed in your career—we want you to apply.Here are a few things we offer that others often don’t:Autonomy – We offer a management team that treats their employees with respect and values their input, along with a team of skilled technicians that put their teammates above themselves.Mastery &amp; Growth – We promote from within and work each one of our technicians to help them get certifications and rise in the tiers experience.Purpose – We have a mission and a culture that every employee is strongly invested in working towards because we hand-picked people that love what they do. It’s the difference between people in a row boat rowing as they see fit, and people rowing the same direction.Benefits – Our benefits are some of the best around. We have awesome health insurance and a great PTO policy. We have an Awesome Teammate Bonus, where employees nominate other employees weekly. Each full-time employee has a monthly personal and team bonus with specific targets for performance, so you always know how you’re doing.A bit more about what we do:McLane Intelligent Solutions (MIS) is fast-growing and dynamic managed services provider located in Bell county in Central Texas. We provide a broad range of outsourced IT including design, installation, support, maintenance and consulting services to the SMB market. We have a rising need for smart, talented, hard-working, and capable team members who love challenges, want to know they are making a difference every day, and want to join a fast-paced, demanding and fun team of professionals.","At McLane Intelligent Solutions, we attribute our success to our remarkable staff.  We promote career growth, ongoing learning and professional development for all of our employees.  We also offer a level of dedication to our employees that is second-to-none. Ask yourself this:Are you passionate about working with computers?  Do you enjoy helping your family and friends with their technical problems?  Do you love learning and want to expand your IT skills?  Do you have experience with networks, workstations and servers? Then look no further, we want you on our team!  This is your opportunity to work with other people who are passionate about technology in an atmosphere that promotes challenge and teamwork, yet honors your life outside of work.What Do We Do?McLane Intelligent Solutions is a fast-growing managed services provider (MSP) located in Central Texas. We provide a broad range of outsourced IT services including design, installation, support, maintenance and consulting to the Small/Medium Business market. Why do you want to join us?Benefits - We have great health insurance and paid time off. We provide a weekly Awesome Teammate Bonus, where employees nominate other employees for exceptional work. Each full-time employee also has a monthly personal and team bonus with specific targets for performance, so you always know how you’re doing.Growth - We work with each technician to help them become certified and advance in their knowledge of the field. We also promote from within because we believe in building our employees to be our future leaders.Extraordinary People and Culture - We pride ourselves on having great communication within our company. Each employee meets with their supervisor regularly to discuss their individual development and we have a company-wide weekly meeting to go over our company’s progress.Values – Our company has five values that drive how we do business: Integrity, Service above Self, Work with Rigor at Work, Authentic Conversation, and Enjoy and be a Joy.Due to growth, we have the following positions on our available in College Station/Bryan, TX:System Engineer/Network Administrator - ($35K-$45K DOE)",Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0
13285,Marketing Analytics Manager (remote/telecommute),"US, , ",Marketing,70000,"InVision is a venture-backed startup working to create the world's best design communication and collaboration platform.We're passionate about finding ways to improve how companies think about their design process. That's why designers at so many of the worlds most beloved startups, agencies and corporations use InVision every day.","InVision is the world’s leading design collaboration platform.We enable companies of all sizes to discover the power of design-driven product development.  That’s why designers, product managers, marketers and other stakeholders at so many of the world's most loved designers, agencies, &amp; corporations use InVision every day, including Zappos, Evernote, AirBnB, and Yammer.Built to foster collaboration and iteration, InVision helps our clients design, review and user-test a product before writing a single line of code, with tools for design prototyping, feedback, task management and version control.We’re well-funded and venture-backed by prominent investors including FirstMark Capital and Tiger Global Management.We're looking for a Marketing Analytics Manager to manage all of our online marketing analytics.",Full-time,Mid-Senior level,Bachelor's Degree,Internet,Marketing,0
13364,Entry Level Sales and Marketing Rep - Northwest/West Chicagoland Area,"US, IL, Glendale heights",Sales,50000,"Advocate Construction is an up and coming leader in the disaster recovery industry, In early 2012, Advocate was founded by two individuals that decided that they wanted something better in life, today their idea, hard work and dedication has grown Advocate Construction into a team of over 25 sales professionals and 3 branches offices in 3 different states with more offices opening soon. Advocate believes in growth of its entire workforce and offers an outstanding management training program. Our Sales managers will provide the invaluable tools needed for you to be successful for many years to come. So if you have what it takes to be part of something great then we encourage you to apply today! The Advocate difference! We believe that hard work and dedication deserves to be rewarded, we provide the opportunity for every single team member to be successful by homing in on a working process and delivering a top notch product plus exceeding our commitment to service. This posture has taken us to the next level of sales and revenue.","Are you looking for an exciting new position and an opportunity to change your life for the better?About us:Advocate Construction is currently expanding our territory in the Chicago Area, due to this exciting growth we are now looking to offer an outstanding opportunity for the right person that is not intimidated by hard work and has what it takes to become part of a company that has increased sales year after year.As a Corporate Representative you will help Advocate Construction in our mission to help homeowners obtain much needed repairs to their homes after they have experienced damage due to a severe storm at little or no cost.Advocate Construction offers our team members the opportunity to enter our Management Trainee Program (MTP) which offers an outstanding focus on sales and business management education; this invaluable training will enable you to acquire an impressive skill set which will lead you into senior management and earn a sustainable income for many years to come.If you are seeking a long term career with unlimited potential and are interested in becoming a Corporate Representative, we invite you to contact us via email with your resume and introduction as to why you are the right person for this outstanding opportunity.",Full-time,Not Applicable,High School or equivalent,Construction,Sales,0
13373,Jr SQL Developer - BigTime Software,"US, IL, Chicago",BigTime Software,40000,"The story of the Great Chicago Fire of 1871 isn’t really about the fire. It’s about what happened next: A remarkable moment when the most brilliant engineers, architects and inventors came together to build a new city. Their innovations – born of passion and practical ingenuity – shaped not just Chicago, but the modern world. What started 140 years ago continues to this day.Chicago’s brightest digital designers, engineers and entrepreneurs are shaping new technologies, disrupting old business models, and resetting the boundaries of what’s possible. If that sounds like you, join us.Come to a place where you can share ideas, make mistakes, work hard, build your business and, with a little luck, change the world.Welcome to 1871.From photo-editing apps to interactive healthcare programs, 1871 has a member company that fits your interests and expertise! Whether you’re a designer, a marketing expert, or software developer, we have a startup looking for you. Each company is looking for a way to innovate their industry and is looking to do so in creative and original ways. We are looking to match you with one of our amazing member companies based on the information you provide to us and their current needs. If you believe that you have the skills and vision to help digital startups get their start, 1871 is the right place for you!","Junior MS SQL Server DeveloperJob Description:BigTime Software, Inc. offers an exceptional opportunity for the right candidate to build upon current MS SQL Server development skills. This is a true career opportunity with strong income and upward advancement for a hardworking, highly competent and motivated individual. The successful candidate will be a key member of a “best-in-class” fast growing IT-based company in a rapidly changing market.  This is a Junior/Entry level SQL development role, responsible for providing database development services to the organization; as such it will require a commitment on your part as well as ours.Some of the primary responsibilities of this role would include writing SQL code for data migration between systems, adding functionality to our world class SaaS application, data/database maintenance objectives, technical support team requests and owning, tracking and resolving database related incidents, reviewing service related reports (e.g., database backups, maintenance, monitoring) on a daily basis to ensure any issues are identified and resolved, responding to database related alerts and working with database engineering to come up with strategic solutions to recurring problems.This MS SQL Server developer role requires a service oriented mentality, high sense of ownership of problems and requests assigned, focus on managing and resolving issues in alignment with SLAs, establishing and maintaining communication with customers to keep them updated with status of their requests, initiating and performing appropriate changes on production systems and proactively escalating any issues that cannot be resolved within the established timeframes.Job Responsibilities will include:Design/Implement/Optimize SQL Code, queries, indexes, stored procedures, views, functions related to our SaaS applicationDevelop data migration procedures and policyWork with architecture, application development and support to achieve a reliable, top performing environment that meets current and future business objectivesTrain and develop technical support staff to better utilize database environment·         Endure that the code is written keeping in mind any security issues such as SQL InjectionDevelop reports in SQL Server Reporting ServicesCreating SQL applications to facilitate current and future business objectivesCOMPANY DESCRIPTIONBigTime® Software, Inc. develops cloud-based productivity tools for growing professional services firms and licensed OEM partners. The highly customizable, browser-based interface for practice management allows professional services firms to instantly deploy and connect BigTime® to existing back-office services. OEM partners license BigTime technology as the critical component of their accounting and productivity #URL_df703c2dd7e8caa8d93fd99c6cff53c25c0e6812f6fd0f48a9e334bfa90f1c64# is an Intuit Gold Certified Developer and a member of the Microsoft Partner Network. Founded in 2002, the company is venture capital backed with thousands of users in the United States, Canada, UK and Australia. ",Full-time,Associate,Bachelor's Degree,Information Technology and Services,Engineering,0
13375,Marketing Administrator,"GB, WAR, Coventry",Marketplace,15000,Renewable Energy and Environmental Protection equipment,"The job is to support the growth of the #URL_9f35c886234b8e939f5403fd12ad24821ba485aee59d1581c7a35be587faa504# marketplace project. This will involve liaison with vendors, administration of the website, liaison with the website designers, interfacing between accounts and clients, and generally troubleshooting the various systems involved in running an internet marketplace. The successful candidate will be someone who is interesting in marketing and would like to grow into a bigger role within the company.",Full-time,Entry level,Bachelor's Degree,Internet,Marketing,0
13432,Forklift Operator ,"US, CA, Modesto",Shipping Dock,15600,"With over 30 years of experience in the industry, Mercer Foods has been providing superior quality freeze dried foods and ingredients to clients around the world for two generations. Our dedication to stringent quality control and complete customer satisfaction are the core of our company tradition, allowing us to provide our clients with the best freeze dried foods on the planet.Here at Mercer Foods, you will find ultra-modern facilities, uncompromising quality assurance programs, complete compliance with freeze dried food standards, and innovative technologies that include everything from sustainable energy practices to automated sanitation and allergen removal.Mercer Foods proudly provides a comprehensive list of products and services for our clients around the world. From total menu and ingredient control to fully customized retail packaging services to a global shipping network that delivers your freeze dried foods reliably and consistently, Mercer Foods spares no expense in ensuring your complete satisfaction.In addition, Mercer Foods employs an integrated research and development team that can help you map out a production and delivery schedule tailored to your specific needs. From organic freeze dried fruits and vegetables to specially prepared and packaged bulk freeze dried foods and ingredients, Mercer utilizes innovative technologies and techniques to ensure prompt and accurate delivery of your product.Quality, sustainability, and service have been the hallmarks of Mercer Foods since our inception, and our ongoing commitment to perfecting our freeze drying process has solidified our reputation as a leader in the freeze dried foods industry.Mercer Foods is an equal opportunity employer. We take pride in the diversity of our staff, and seek diversity in our applicants.","Job Title: Forklift OperatorDepartment: DryDockReports to: Department SupervisorSchedule: Open availability required, as posted - Overtime as needed.ESSENTIAL DUTIES AND RESPONSIBILITIES: Verifies and keeps records on incoming and outgoing shipments and prepares items for shipment and production by performing the following duties to quality and productivity standards. Other duties may be assigned that pertain to the classification. Demonstrated job duties and knowledge listed are sum for the job classification. Knowledge of all duties is to be cross functional but specific duties are assigned within available personnel.Primary duties and responsibilities:Must be able to identify product and multiple lot codes.Compares identifying information and counts, weighs, or measures items of incoming and outgoing product to verify information against bills of lading, orders, or other records.Put away or stage product in assigned product bay or location.Verifies temperature of all incoming product.Determines labeling requirements including but not limited to: Assemble and pack product containers, preparing and affixing labels on packed containers in an accurate manner.Proper operation of equipment to safety and productivity requirements.Unpacks, examines, routes incoming shipments, rejects damaged items, and records shortages.Maintains inventory of shipping materials and supplies.Must be able to understand quality standards, methods and reporting as requiredNotify supervisor / lead of any mechanical or material issues.Proper use of safety devices, such as lock-out, as requiredMaintain a clean, sanitary, and safe work area.Performs other related duties and assignments as required.All freezer dock employees are expected to be available to work in all areas of production.Maintain data records on the computer system.Education, prior work experience and specialized skills and knowledge: Must have a minimum of two years forklift experience with a drive-in racking system preferred.  Must understand inventory cycle counting with exposure to RFID. This person has a demonstrated ability to operate the Microsoft office suite. The position will be required to perform basic math and demonstrate a basic ability to communicate in the English language, this includes the ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Demonstrated ability to communicate orally or in written form effectively with co-workers, departments, and carriers. Be comfortable utilizing multiple computer systems.Physical environment/working conditions: This position is in a manufacturing environment and could involve sitting, standing, walking and lifting for long periods of time throughout the day. Unrestricted visual and audio abilities are required for the safety of all employees. Must be able to lift up to 40 pounds without restriction.Equipment and Machinery used: Must be able to become certified and maintain certification through an OSHA approved forkliftOther (e.g., customer contact or access to confidential information): Must be able to work as part of a team, in extreme temperatures, and various shifts.  Pay: (hourly non-exempt) Plus additional shift differential for off shifts",Full-time,Entry level,High School or equivalent,Food Production,Production,0
13492,Marketing or Journalism Major turned Project Manager,"US, IN, Fishers",App Delivery,30000,"Bluebridge was created by a team of people who are passionate about organizations and the ways that effective technology makes them stronger and more well connected. Technology moves quickly. Businesses tend to move more slowly, either because of their place in organizational charts or because they often face modest budgets. bluebridge empowers these organizations with straightforward, affordable tools that help connect them with their customers and prospects.Bluebridge is built on a revolutionary platform that allows an organization regardless of size, to create a mobile app.By meeting consumers where they are—and with gadgets that they carry in their pockets and bags every day—bluebridge provides an engaging direct marketing channel that connects individuals while encouraging them to interact with your brand in a fresh, new way.","Bluebridge is an app development company - but isn't your typical software company. We work with organizations like Churches, Visitor &amp; Travel Organizations and Colleges to help them connect their content with people's pockets. We love helping our customers deliver awesome, polished apps so they can better communicate.Our Values:Bluebridge is defined by continual improvement—not only of the products and services we deliver to our clients, but also of ourselves. Each member of our team is held to the same expectations: keep learning, experimenting, and iterating. Succeed or fail, but grow by it either way. Collaborate and ask questions. Be resourceful. Be restless. Have fun. We believe the joy you take in your work will be reflected in the outcome.Our Team:For a tech company, we’re deeply, unashamedly human. We make time for each other. We tell jokes, stay late together, eat meals together—sometimes over a tough project, sometimes at the bar down the street. We’re a team of self-starting individuals with a knack for cooperation and collaboration. We work (really) hard every day, but we also know when it’s time to take a break. We place a high value on personal connections amongst ourselves, our clients, and the outside world.Ideal Candidates:You’re smart, savvy, and highly skilled, but you’d rather show it than talk about it. You’re confident enough to know that you still have a lot to learn, and you listen first and speak second. When faced with an obstacle, you get excited to overcome it. You love taking new approaches and look for creative solutions for every challenge. You aren’t afraid to fail, but you refuse to be defeated. You’re always striving to be better, both professionally and personally. You dream big, then work hard to make it happen.The Job:Your mantra is: Happy, helpful, and resourceful.As an App Specialist, you will work as a hands-on content &amp; project manager. You enjoy taking mobile strategies and implementing them in our app system &amp; CMS. You will help coach, collect, and polish content (text, photos, spreadsheets of data).Along the way, you will build your knowledge of both polishing apps and working in a CMS. You are naturally organized and think on your feet. You are the backbone of project management and project support for the Bluebridge Team.This position requires an extreme eye for detail to make sure nothing slips past you. Aside for OCD levels of organization, you will be communicating with customers on App &amp; Content Management, so you must be courteous and helpful at every turn. Happy, friendly communication should come naturally.Your typical day may include: Managing email communication for App Content requests or Content Management questions.Mastering the ins and outs of all App Features, so you can wrangle text and images into the right places.Packaging App Content &amp; Testing Apps to meet quality standards and customer goals. Tracking requests and deadlines to make sure everyone knows the status of their App.Helping customers understand how and where to get their content (Websites, PDFs, Government databases). Coaching customers and sending chocolate as needed to help them meet their deadlines.Editing, Resizing and cropping images to make sure our CMS loves the images customers send us.Content Management Training - helping customers feel awesome about our CMS and empowered to be in control of their app content. Did we mention, reminding customers about their deadlines?",Full-time,Entry level,Associate Degree,Marketing and Advertising,Project Management,0
